Ogdensburg,New York,0701,US-Canada Border,2022,Personal Vehicle Passengers,5952,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Warroad,Minnesota,3423,US-Canada Border,2020,Personal Vehicle Passengers,2620,48.999,-95.377,POINT (-95.376555 48.999)
Jackman,Maine,0104,US-Canada Border,2022,Truck Containers Empty,3264,45.806,-70.397,POINT (-70.396722 45.805661)
Del Rio,Texas,2302,US-Mexico Border,2022,Truck Containers Empty,1657,29.327,-100.928,POINT (-100.927612 29.326784)
Eagle Pass,Texas,2303,US-Mexico Border,2019,Bus Passengers,11842,28.705,-100.512,POINT (-100.511977 28.705483)
Ambrose,North Dakota,3410,US-Canada Border,2021,Personal Vehicle Passengers,7,48.999,-103.487,POINT (-103.486555 48.999305)
Vanceboro,Maine,0105,US-Canada Border,2020,Trucks,42,45.569,-67.429,POINT (-67.428541 45.568761)
Norton,Vermont,0211,US-Canada Border,2019,Truck Containers Loaded,786,45.011,-71.793,POINT (-71.793219 45.010771)
San Luis,Arizona,2608,US-Mexico Border,2022,Truck Containers Empty,1129,32.485,-114.782,POINT (-114.7822222 32.485)
Beecher Falls,Vermont,0206,US-Canada Border,2020,Truck Containers Loaded,260,45.013,-71.505,POINT (-71.505309 45.013411)
Detroit,Michigan,3801,US-Canada Border,2019,Rail Containers Loaded,8249,42.332,-83.048,POINT (-83.047924 42.331685)
Calexico,California,2503,US-Mexico Border,2020,Personal Vehicles,340066,32.673,-115.388,POINT (-115.388018 32.673389)
Massena,New York,0704,US-Canada Border,2019,Personal Vehicles,79320,44.991,-74.740,POINT (-74.739722 44.990556)
Morgan,Montana,3319,US-Canada Border,2019,Personal Vehicles,831,49.000,-107.832,POINT (-107.831819 48.999829)
Jackman,Maine,0104,US-Canada Border,2019,Rail Containers Empty,969,45.806,-70.397,POINT (-70.396722 45.805661)
Roma,Texas,2310,US-Mexico Border,2019,Personal Vehicle Passengers,117581,26.404,-99.019,POINT (-99.018981 26.403928)
Metaline Falls,Washington,3025,US-Canada Border,2019,Bus Passengers,37,49.000,-117.299,POINT (-117.299444 48.999972)
Derby Line,Vermont,0209,US-Canada Border,2020,Personal Vehicles,2689,45.006,-72.099,POINT (-72.099279 45.005739)
Calexico East,California,2507,US-Mexico Border,2021,Personal Vehicles,119382,32.673,-115.388,POINT (-115.388018 32.673389)
Trout River,New York,0715,US-Canada Border,2021,Rail Containers Empty,566,44.992,-74.308,POINT (-74.308172 44.992058)
Sumas,Washington,3009,US-Canada Border,2021,Train Passengers,63,49.002,-122.265,POINT (-122.264805 49.002388)
Scobey,Montana,3309,US-Canada Border,2021,Truck Containers Empty,22,49.000,-105.408,POINT (-105.407638 48.999527)
Buffalo Niagara Falls,New York,0901,US-Canada Border,2020,Truck Containers Empty,17079,43.095,-79.056,POINT (-79.055847 43.09549)
Oroville,Washington,3019,US-Canada Border,2021,Buses,3,49.000,-119.462,POINT (-119.461833 49.000083)
Van Buren,Maine,0108,US-Canada Border,2020,Personal Vehicles,1102,47.160,-67.931,POINT (-67.930799 47.159645)
Eagle Pass,Texas,2303,US-Mexico Border,2021,Trucks,16165,28.705,-100.512,POINT (-100.511977 28.705483)
Noonan,North Dakota,3420,US-Canada Border,2022,Personal Vehicle Passengers,192,48.999,-103.004,POINT (-103.004361 48.999333)
San Luis,Arizona,2608,US-Mexico Border,2021,Trucks,3490,32.485,-114.782,POINT (-114.7822222 32.485)
Warroad,Minnesota,3423,US-Canada Border,2003,Trucks,1223,48.999,-95.377,POINT (-95.376555 48.999)
Raymond,Montana,3301,US-Canada Border,2019,Truck Containers Loaded,1292,48.999,-104.574,POINT (-104.574333 48.999194)
El Paso,Texas,2402,US-Mexico Border,2019,Truck Containers Loaded,52429,31.764,-106.451,POINT (-106.451188 31.764363)
Dunseith,North Dakota,3422,US-Canada Border,2022,Truck Containers Loaded,1728,48.999,-100.052,POINT (-100.052166 48.999277)
Frontier,Washington,3020,US-Canada Border,2019,Personal Vehicle Passengers,5626,49.000,-117.832,POINT (-117.831527 49.0005)
Tornillo,Texas,2404,US-Mexico Border,2021,Personal Vehicle Passengers,46380,31.435,-106.143,POINT (-106.142669 31.435334)
Madawaska,Maine,0109,US-Canada Border,2019,Truck Containers Empty,121,47.360,-68.329,POINT (-68.328684 47.360052)
Sasabe,Arizona,2606,US-Mexico Border,2020,Pedestrians,29,31.483,-111.544,POINT (-111.544363 31.483039)
Progreso,Texas,2309,US-Mexico Border,2020,Pedestrians,37141,26.062,-97.950,POINT (-97.949958 26.062133)
Frontier,Washington,3020,US-Canada Border,2020,Pedestrians,1,49.000,-117.832,POINT (-117.831527 49.0005)
Wildhorse,Montana,3323,US-Canada Border,2022,Truck Containers Empty,1,48.999,-110.215,POINT (-110.215083 48.999361)
Boundary,Washington,3015,US-Canada Border,2021,Personal Vehicle Passengers,129,49.001,-117.628,POINT (-117.627583 49.00075)
Lukeville,Arizona,2602,US-Mexico Border,2021,Pedestrians,1499,31.880,-112.817,POINT (-112.817077 31.880195)
Metaline Falls,Washington,3025,US-Canada Border,2019,Trucks,410,49.000,-117.299,POINT (-117.299444 48.999972)
El Paso,Texas,2402,US-Mexico Border,2021,Personal Vehicle Passengers,841044,31.764,-106.451,POINT (-106.451188 31.764363)
Detroit,Michigan,3801,US-Canada Border,2020,Rail Containers Loaded,7873,42.332,-83.048,POINT (-83.047924 42.331685)
Presidio,Texas,2403,US-Mexico Border,2020,Buses,67,29.562,-104.395,POINT (-104.394907 29.561827)
Portal,North Dakota,3403,US-Canada Border,2020,Rail Containers Loaded,16905,48.999,-102.552,POINT (-102.551944 48.998944)
Houlton,Maine,0106,US-Canada Border,2022,Truck Containers Loaded,5596,46.135,-67.781,POINT (-67.781288 46.134879)
Alcan,Alaska,3104,US-Canada Border,2022,Truck Containers Loaded,73,62.615,-141.001,POINT (-141.001444 62.614961)
Sasabe,Arizona,2606,US-Mexico Border,2021,Personal Vehicle Passengers,4627,31.483,-111.544,POINT (-111.544363 31.483039)
El Paso,Texas,2402,US-Mexico Border,2022,Pedestrians,316640,31.764,-106.451,POINT (-106.451188 31.764363)
Opheim,Montana,3317,US-Canada Border,2021,Truck Containers Loaded,85,49.000,-106.378,POINT (-106.377583 48.999527)
Hannah,North Dakota,3408,US-Canada Border,2021,Personal Vehicles,3,49.000,-98.694,POINT (-98.693777 49.000138)
Morgan,Montana,3319,US-Canada Border,2019,Trucks,22,49.000,-107.832,POINT (-107.831819 48.999829)
Ogdensburg,New York,0701,US-Canada Border,2020,Personal Vehicles,10085,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Detroit,Michigan,3801,US-Canada Border,2020,Trains,111,42.332,-83.048,POINT (-83.047924 42.331685)
Champlain Rouses Point,New York,0712,US-Canada Border,2019,Personal Vehicle Passengers,230301,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Houlton,Maine,0106,US-Canada Border,2019,Truck Containers Empty,1737,46.135,-67.781,POINT (-67.781288 46.134879)
Morgan,Montana,3319,US-Canada Border,2000,Trucks,140,49.000,-107.832,POINT (-107.831819 48.999829)
Portal,North Dakota,3403,US-Canada Border,2020,Trucks,6444,48.999,-102.552,POINT (-102.551944 48.998944)
Houlton,Maine,0106,US-Canada Border,2021,Personal Vehicles,5010,46.135,-67.781,POINT (-67.781288 46.134879)
Highgate Springs,Vermont,0212,US-Canada Border,2019,Truck Containers Loaded,6623,45.015,-73.085,POINT (-73.085037 45.015414)
Alexandria Bay,New York,0708,US-Canada Border,2022,Buses,16,44.347,-75.984,POINT (-75.983592 44.347229)
Eastport,Idaho,3302,US-Canada Border,2019,Personal Vehicles,4005,49.001,-116.181,POINT (-116.181027 49.000555)
Warroad,Minnesota,3423,US-Canada Border,2019,Buses,38,48.999,-95.377,POINT (-95.376555 48.999)
Progreso,Texas,2309,US-Mexico Border,2019,Personal Vehicle Passengers,187558,26.062,-97.950,POINT (-97.949958 26.062133)
Alcan,Alaska,3104,US-Canada Border,2021,Trucks,790,62.615,-141.001,POINT (-141.001444 62.614961)
El Paso,Texas,2402,US-Mexico Border,2022,Personal Vehicles,685195,31.764,-106.451,POINT (-106.451188 31.764363)
Warroad,Minnesota,3423,US-Canada Border,2022,Truck Containers Loaded,506,48.999,-95.377,POINT (-95.376555 48.999)
Fort Fairfield,Maine,0107,US-Canada Border,2021,Truck Containers Loaded,119,46.765,-67.789,POINT (-67.789471 46.765323)
Pembina,North Dakota,3401,US-Canada Border,2020,Truck Containers Loaded,17050,49.000,-97.237,POINT (-97.237036 49.000453)
Calexico,California,2503,US-Mexico Border,2020,Personal Vehicle Passengers,426895,32.673,-115.388,POINT (-115.388018 32.673389)
International Falls,Minnesota,3604,US-Canada Border,2022,Bus Passengers,67,48.608,-93.401,POINT (-93.401355 48.6078)
Morgan,Montana,3319,US-Canada Border,2021,Trucks,28,49.000,-107.832,POINT (-107.831819 48.999829)
Blaine,Washington,3004,US-Canada Border,2022,Bus Passengers,2092,48.994,-122.749,POINT (-122.748884 48.994045)
Champlain Rouses Point,New York,0712,US-Canada Border,2022,Personal Vehicles,20014,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Brownsville,Texas,2301,US-Mexico Border,2020,Trucks,14225,25.952,-97.401,POINT (-97.40067 25.95155)
Eagle Pass,Texas,2303,US-Mexico Border,2022,Trucks,18609,28.705,-100.512,POINT (-100.511977 28.705483)
Eagle Pass,Texas,2303,US-Mexico Border,2019,Personal Vehicle Passengers,538989,28.705,-100.512,POINT (-100.511977 28.705483)
Madawaska,Maine,0109,US-Canada Border,2018,Buses,7,47.360,-68.329,POINT (-68.328684 47.360052)
Eastport,Idaho,3302,US-Canada Border,2020,Trains,73,49.001,-116.181,POINT (-116.181027 49.000555)
Madawaska,Maine,0109,US-Canada Border,2021,Personal Vehicle Passengers,1759,47.360,-68.329,POINT (-68.328684 47.360052)
Vanceboro,Maine,0105,US-Canada Border,2021,Rail Containers Loaded,2088,45.569,-67.429,POINT (-67.428541 45.568761)
Santa Teresa,New Mexico,2408,US-Mexico Border,2020,Personal Vehicles,40983,31.784,-106.679,POINT (-106.679437 31.783939)
Champlain Rouses Point,New York,0712,US-Canada Border,2020,Trucks,18734,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Calais,Maine,0115,US-Canada Border,2005,Pedestrians,1927,45.189,-67.275,POINT (-67.275381 45.188548)
Antler,North Dakota,3413,US-Canada Border,2021,Personal Vehicles,81,48.999,-101.296,POINT (-101.296055 48.999472)
Jackman,Maine,0104,US-Canada Border,2022,Pedestrians,8,45.806,-70.397,POINT (-70.396722 45.805661)
Naco,Arizona,2603,US-Mexico Border,2020,Truck Containers Empty,221,31.334,-109.948,POINT (-109.948413 31.334084)
Tecate,California,2505,US-Mexico Border,2022,Trucks,5519,32.576,-116.626,POINT (-116.626216 32.576428)
Piegan,Montana,3316,US-Canada Border,2019,Trucks,161,48.998,-113.379,POINT (-113.378777 48.998083)
Whitlash,Montana,3321,US-Canada Border,2022,Truck Containers Empty,1,48.997,-111.258,POINT (-111.257916 48.99725)
Point Roberts,Washington,3017,US-Canada Border,2022,Pedestrians,676,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Northgate,North Dakota,3406,US-Canada Border,2020,Rail Containers Empty,159,48.999,-102.275,POINT (-102.27475 48.998833)
Wildhorse,Montana,3323,US-Canada Border,2019,Truck Containers Loaded,328,48.999,-110.215,POINT (-110.215083 48.999361)
Laurier,Washington,3016,US-Canada Border,2019,Bus Passengers,71,49.000,-118.224,POINT (-118.223777 49.000083)
Douglas,Arizona,2601,US-Mexico Border,2019,Personal Vehicles,129657,31.334,-109.560,POINT (-109.560344 31.334043)
Pembina,North Dakota,3401,US-Canada Border,2021,Train Passengers,182,49.000,-97.237,POINT (-97.237036 49.000453)
San Ysidro,California,2504,US-Mexico Border,2021,Personal Vehicles,1000429,32.543,-117.029,POINT (-117.028761 32.542528)
Point Roberts,Washington,3017,US-Canada Border,2019,Truck Containers Loaded,269,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Piegan,Montana,3316,US-Canada Border,2020,Truck Containers Empty,8,48.998,-113.379,POINT (-113.378777 48.998083)
Buffalo Niagara Falls,New York,0901,US-Canada Border,2019,Pedestrians,72373,43.095,-79.056,POINT (-79.055847 43.09549)
El Paso,Texas,2402,US-Mexico Border,2022,Truck Containers Empty,8950,31.764,-106.451,POINT (-106.451188 31.764363)
Douglas,Arizona,2601,US-Mexico Border,2019,Truck Containers Loaded,1774,31.334,-109.560,POINT (-109.560344 31.334043)
Grand Portage,Minnesota,3613,US-Canada Border,2021,Personal Vehicle Passengers,2900,48.001,-89.585,POINT (-89.58515 48.001427)
Point Roberts,Washington,3017,US-Canada Border,2021,Truck Containers Empty,16,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Andrade,California,2502,US-Mexico Border,2019,Personal Vehicle Passengers,98065,32.718,-114.728,POINT (-114.72832 32.718143)
Eastport,Idaho,3302,US-Canada Border,2019,Train Passengers,162,49.001,-116.181,POINT (-116.181027 49.000555)
El Paso,Texas,2402,US-Mexico Border,2021,Trains,69,31.764,-106.451,POINT (-106.451188 31.764363)
Eastport,Idaho,3302,US-Canada Border,2022,Personal Vehicles,1402,49.001,-116.181,POINT (-116.181027 49.000555)
Scobey,Montana,3309,US-Canada Border,2019,Personal Vehicles,457,49.000,-105.408,POINT (-105.407638 48.999527)
Warroad,Minnesota,3423,US-Canada Border,2019,Truck Containers Loaded,138,48.999,-95.377,POINT (-95.376555 48.999)
Madawaska,Maine,0109,US-Canada Border,1998,Pedestrians,2710,47.360,-68.329,POINT (-68.328684 47.360052)
Eastport,Maine,0103,US-Canada Border,2021,Trucks,147,44.859,-66.980,POINT (-66.98007566 44.8594395785)
Grand Portage,Minnesota,3613,US-Canada Border,2022,Personal Vehicles,7672,48.001,-89.585,POINT (-89.58515 48.001427)
International Falls,Minnesota,3604,US-Canada Border,2021,Truck Containers Empty,590,48.608,-93.401,POINT (-93.401355 48.6078)
Pinecreek,Minnesota,3425,US-Canada Border,2022,Truck Containers Empty,1,49.000,-95.978,POINT (-95.977694 48.999916)
Buffalo Niagara Falls,New York,0901,US-Canada Border,2022,Trucks,67317,43.095,-79.056,POINT (-79.055847 43.09549)
Boundary,Washington,3015,US-Canada Border,2022,Personal Vehicles,744,49.001,-117.628,POINT (-117.627583 49.00075)
Kenneth G Ward,Washington,3023,US-Canada Border,2021,Personal Vehicles,1617,49.002,-122.485,POINT (-122.485027 49.002277)
Roosville,Montana,3318,US-Canada Border,2021,Truck Containers Loaded,696,49.000,-115.056,POINT (-115.056027 48.999638)
Walhalla,North Dakota,3407,US-Canada Border,2020,Truck Containers Loaded,94,49.000,-97.908,POINT (-97.908416 49.000472)
Massena,New York,0704,US-Canada Border,2021,Personal Vehicles,50697,44.991,-74.740,POINT (-74.739722 44.990556)
Sweetgrass,Montana,3310,US-Canada Border,2021,Buses,4,48.998,-111.960,POINT (-111.959611 48.998388)
Piegan,Montana,3316,US-Canada Border,2019,Trucks,156,48.998,-113.379,POINT (-113.378777 48.998083)
Kenneth G Ward,Washington,3023,US-Canada Border,2019,Bus Passengers,150,49.002,-122.485,POINT (-122.485027 49.002277)
Ysleta,Texas,2401,US-Mexico Border,2021,Truck Containers Loaded,35099,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Eagle Pass,Texas,2303,US-Mexico Border,2020,Rail Containers Empty,15170,28.705,-100.512,POINT (-100.511977 28.705483)
Trout River,New York,0715,US-Canada Border,2019,Rail Containers Empty,444,44.992,-74.308,POINT (-74.308172 44.992058)
Brownsville,Texas,2301,US-Mexico Border,2022,Buses,297,25.952,-97.401,POINT (-97.40067 25.95155)
Oroville,Washington,3019,US-Canada Border,2020,Personal Vehicle Passengers,19635,49.000,-119.462,POINT (-119.461833 49.000083)
Del Bonita,Montana,3322,US-Canada Border,2022,Personal Vehicle Passengers,1644,48.999,-112.788,POINT (-112.78825 48.998555)
Boundary,Washington,3015,US-Canada Border,2022,Personal Vehicles,1241,49.001,-117.628,POINT (-117.627583 49.00075)
Northgate,North Dakota,3406,US-Canada Border,2021,Rail Containers Empty,48,48.999,-102.275,POINT (-102.27475 48.998833)
Opheim,Montana,3317,US-Canada Border,2020,Personal Vehicle Passengers,32,49.000,-106.378,POINT (-106.377583 48.999527)
Blaine,Washington,3004,US-Canada Border,2021,Rail Containers Loaded,8002,48.994,-122.749,POINT (-122.748884 48.994045)
Brownsville,Texas,2301,US-Mexico Border,2022,Personal Vehicle Passengers,581063,25.952,-97.401,POINT (-97.40067 25.95155)
Eagle Pass,Texas,2303,US-Mexico Border,2020,Trucks,14896,28.705,-100.512,POINT (-100.511977 28.705483)
Massena,New York,0704,US-Canada Border,2021,Truck Containers Loaded,1345,44.991,-74.740,POINT (-74.739722 44.990556)
Norton,Vermont,0211,US-Canada Border,2019,Personal Vehicle Passengers,1689,45.011,-71.793,POINT (-71.793219 45.010771)
Noonan,North Dakota,3420,US-Canada Border,2022,Trucks,138,48.999,-103.004,POINT (-103.004361 48.999333)
Piegan,Montana,3316,US-Canada Border,2021,Truck Containers Empty,16,48.998,-113.379,POINT (-113.378777 48.998083)
Buffalo Niagara Falls,New York,0901,US-Canada Border,2022,Trains,138,43.095,-79.056,POINT (-79.055847 43.09549)
El Paso,Texas,2402,US-Mexico Border,2020,Personal Vehicle Passengers,577312,31.764,-106.451,POINT (-106.451188 31.764363)
Brownsville,Texas,2301,US-Mexico Border,2019,Truck Containers Empty,11935,25.952,-97.401,POINT (-97.40067 25.95155)
Scobey,Montana,3309,US-Canada Border,2019,Trucks,22,49.000,-105.408,POINT (-105.407638 48.999527)
Ysleta,Texas,2401,US-Mexico Border,2022,Truck Containers Loaded,32228,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Kenneth G Ward,Washington,3023,US-Canada Border,2020,Truck Containers Empty,4435,49.002,-122.485,POINT (-122.485027 49.002277)
Laurier,Washington,3016,US-Canada Border,2019,Personal Vehicle Passengers,6870,49.000,-118.224,POINT (-118.223777 49.000083)
Westhope,North Dakota,3419,US-Canada Border,2021,Truck Containers Empty,48,49.000,-101.017,POINT (-101.017277 48.999611)
Eagle Pass,Texas,2303,US-Mexico Border,2021,Truck Containers Loaded,11006,28.705,-100.512,POINT (-100.511977 28.705483)
Nogales,Arizona,2604,US-Mexico Border,2020,Rail Containers Loaded,988,31.333,-110.943,POINT (-110.942516 31.332839)
Presidio,Texas,2403,US-Mexico Border,2020,Trucks,967,29.562,-104.395,POINT (-104.394907 29.561827)
Kenneth G Ward,Washington,3023,US-Canada Border,2022,Pedestrians,5,49.002,-122.485,POINT (-122.485027 49.002277)
Highgate Springs,Vermont,0212,US-Canada Border,2022,Truck Containers Loaded,6231,45.015,-73.085,POINT (-73.085037 45.015414)
Scobey,Montana,3309,US-Canada Border,2022,Truck Containers Empty,4,49.000,-105.408,POINT (-105.407638 48.999527)
Roma,Texas,2310,US-Mexico Border,2020,Personal Vehicles,49931,26.404,-99.019,POINT (-99.018981 26.403928)
Ogdensburg,New York,0701,US-Canada Border,2020,Trucks,3463,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Alexandria Bay,New York,0708,US-Canada Border,2022,Personal Vehicle Passengers,123053,44.347,-75.984,POINT (-75.983592 44.347229)
Dalton Cache,Alaska,3106,US-Canada Border,2019,Personal Vehicles,1194,59.451,-136.362,POINT (-136.361944 59.450556)
Calexico,California,2503,US-Mexico Border,2019,Personal Vehicles,413457,32.673,-115.388,POINT (-115.388018 32.673389)
Hansboro,North Dakota,3415,US-Canada Border,2021,Personal Vehicle Passengers,111,49.000,-99.347,POINT (-99.346527 48.999583)
Detroit,Michigan,3801,US-Canada Border,2021,Pedestrians,22,42.332,-83.048,POINT (-83.047924 42.331685)
Progreso,Texas,2309,US-Mexico Border,2019,Trucks,5198,26.062,-97.950,POINT (-97.949958 26.062133)
Presidio,Texas,2403,US-Mexico Border,2000,Trains,0,29.562,-104.395,POINT (-104.394907 29.561827)
Piegan,Montana,3316,US-Canada Border,2022,Buses,53,48.998,-113.379,POINT (-113.378777 48.998083)
Massena,New York,0704,US-Canada Border,2022,Personal Vehicles,65503,44.991,-74.740,POINT (-74.739722 44.990556)
Norton,Vermont,0211,US-Canada Border,2019,Personal Vehicles,1262,45.011,-71.793,POINT (-71.793219 45.010771)
Morgan,Montana,3319,US-Canada Border,2007,Buses,0,49.000,-107.832,POINT (-107.831819 48.999829)
Eastport,Maine,0103,US-Canada Border,2019,Truck Containers Loaded,134,44.859,-66.980,POINT (-66.98007566 44.8594395785)
